0.00173001,0,0,0,0,,,,,,0
0.00676078,0,0,0,0,,,,,,0
0.0117677,0,0,0,0,,,,,,0
0.0168325,0,0,0,0,,,,,,0
0.0217509,0,0,0,0,,,,,,0
0.0267446,0,0,0,0,,,,,,0
0.0317443,0,0,0,0,,,,,,0
0.0367546,0,0,0,0,,,,,,0
0.0417476,0,0,0,0,,,,,,0
0.0467622,0,0,0,0,,,,,,0
0.0517548,0,0,0,0,,,,,,0
0.0567465,0,0,0,0,,,,,,0
0.0617551,0,0,0,0,,,,,,0
0.0667475,0,0,0,0,,,,,,0
0.0717448,0,0,0,0,,,,,,0
0.0769183,0,0,0,0,,,,,,0
0.0817935,0,0,0,0,,,,,,0
0.0867516,0,0,0,0,,,,,,0
0.0917543,0,0,0,0,,,,,,0
0.0967613,0,0,0,0,,,,,,0
0.101749,0,0,0,0,,,,,,0
0.107322,0,0,0,0,,,,,,0
0.11174,0,0,0,0,,,,,,0
0.11676,0,0,0,0,,,,,,0
0.121746,0,0,0,1.26488,,,,,,1264.88
0.126752,0,0,0,1.26488,,,,,,1264.88
0.13174,0,0,0,1.26488,,,,,,1264.88
0.136795,0,0,0,1.26488,,,,,,1264.88
0.141762,0,0,0,1.26488,,,,,,1264.88
0.146777,0,0,0,1.26488,,,,,,1264.88
0.151779,0,0,0,1.26488,,,,,,1264.88
0.156966,0,0,0,1.26488,,,,,,1264.88
0.16176,0,0,0,1.26488,,,,,,1264.88
0.166764,0,0,0,1.26488,,,,,,1264.88
0.171748,0,0,0,1.26488,,,,,,1264.88
0.176886,0,0,0,1.26488,,,,,,1264.88
0.181777,0,0,0,1.26488,,,,,,1264.88
0.186755,0,0,0,1.26488,,,,,,1264.88
0.191755,0,0,0,1.26488,,,,,,1264.88
0.19685,0,0,0,1.26488,,,,,,1264.88
0.201846,0,0,0,1.26488,,,,,,1264.88
0.206752,0,0,0,1.26488,,,,,,1264.88
0.211947,0,0,0,1.26488,,,,,,1264.88
0.216773,0,0,0,1.26488,,,,,,1264.88
0.221765,0,0,0,1.26488,,,,,,1264.88
0.226744,0,0,0,1.26488,,,,,,1264.88
0.231743,0,0,0,1.26488,,,,,,1264.88
0.23675,0,0,0,1.26488,,,,,,1264.88
0.241745,0,0,0,1.26488,,,,,,1264.88
0.246754,0,0,0,1.26488,,,,,,1264.88
0.251752,0,0,0,1.26488,,,,,,1264.88
0.256744,0,0,0,1.26488,,,,,,1264.88
0.261745,0,0,0,1.26488,,,,,,1264.88
0.266747,0,0,0,1.26488,,,,,,1264.88
0.271744,0,0,0,1.26488,,,,,,1264.88
0.276748,0,0,0,1.26488,,,,,,1264.88
0.281767,0,0,0,1.26488,,,,,,1264.88
0.286755,0,0,0,1.26488,,,,,,1264.88
0.291747,0,0,0,1.26488,,,,,,1264.88
0.29677,0,0,0,1.26488,,,,,,1264.88
0.301768,0,0,0,1.26488,,,,,,1264.88
0.306751,0,0,0,1.26488,,,,,,1264.88
0.311781,0,0,0,1.26488,,,,,,1264.88
0.316757,0,0,0,1.26488,,,,,,1264.88
0.321738,0,0,0,1.26488,,,,,,1264.88
0.326739,0,0,0,1.26488,,,,,,1264.88
0.331739,0,0,0,1.26488,,,,,,1264.88
0.336738,0,0,0,1.26488,,,,,,1264.88
0.341754,0,0,0,1.26488,,,,,,1264.88
0.346748,0,0,0,1.26488,,,,,,1264.88
0.351751,0,0,0,1.26596,,,,,,1265.96
0.356776,0,0,0,1.26596,,,,,,1265.96
0.361767,0,0,0,1.26596,,,,,,1265.96
0.366746,0,0,0,1.26596,,,,,,1265.96
0.371753,0,0,0,1.26596,,,,,,1265.96
0.376815,0,0,0,1.26596,,,,,,1265.96
0.381763,0,0,0,1.26596,,,,,,1265.96
0.386749,0,0,0,1.26596,,,,,,1265.96
0.39182,0,0,0,1.26596,,,,,,1265.96
0.396751,0,0,0,1.26596,,,,,,1265.96
0.401917,0,0,0,1.26596,,,,,,1265.96
0.406756,0,0,0,1.26596,,,,,,1265.96
0.411841,0,0,0,1.26596,,,,,,1265.96
0.416773,0,0,0,1.26596,,,,,,1265.96
0.421777,0,0,0,1.26596,,,,,,1265.96
0.426746,0,0,0,1.26596,,,,,,1265.96
0.431745,0,0,0,1.26596,,,,,,1265.96
0.436759,0,0,0,1.26596,,,,,,1265.96
0.441747,0,0,0,1.26596,,,,,,1265.96
0.446762,0,0,0,1.26596,,,,,,1265.96
0.451752,0,0,0,1.26596,,,,,,1265.96
0.456745,0,0,0,1.26596,,,,,,1265.96
0.461741,0,0,0,1.26596,,,,,,1265.96
0.466747,0,0,0,1.26596,,,,,,1265.96
0.471742,0,0,0,1.26596,,,,,,1265.96
0.476818,0,0,0,1.26596,,,,,,1265.96
0.481764,0,0,0,1.26596,,,,,,1265.96
0.486744,0,0,0,1.26596,,,,,,1265.96
0.491716,0,0,0,1.26596,,,,,,1265.96
0.496756,0,0,0,1.26596,,,,,,1265.96
0.501761,0,0,0,1.26596,,,,,,1265.96
0.506755,0,0,0,1.26596,,,,,,1265.96
0.51197,0,0,0,1.26596,,,,,,1265.96
0.516766,0,0,0,1.26596,,,,,,1265.96
0.521752,0,0,0,1.26596,,,,,,1265.96
0.526742,0,0,0,1.26596,,,,,,1265.96
0.531745,0,0,0,1.26596,,,,,,1265.96
0.536739,0,0,0,1.26596,,,,,,1265.96
0.541739,0,0,0,1.26596,,,,,,1265.96
0.546758,0,0,0,1.26604,,,,,,1266.04
0.551764,0,0,0,1.26604,,,,,,1266.04
0.556758,0,0,0,1.26604,,,,,,1266.04
0.561888,0,0,0,1.26604,,,,,,1266.04
0.566743,0,0,0,1.26604,,,,,,1266.04
0.571804,0,0,0,1.26604,,,,,,1266.04
0.576764,0,0,0,1.26604,,,,,,1266.04
0.581786,0,0,0,1.26604,,,,,,1266.04
0.58678,0,0,0,1.26604,,,,,,1266.04
0.591776,0,0,0,1.26604,,,,,,1266.04
0.596826,0,0,0,1.26604,,,,,,1266.04
0.601774,0,0,0,1.26604,,,,,,1266.04
0.606771,0,0,0,1.26604,,,,,,1266.04
0.611955,0,0,0,1.26604,,,,,,1266.04
0.616839,0,0,0,1.26604,,,,,,1266.04
0.621767,0,0,0,1.26604,,,,,,1266.04
0.626748,0,0,0,1.26604,,,,,,1266.04
0.631749,0,0,0,1.26604,,,,,,1266.04
0.636767,0,0,0,1.26604,,,,,,1266.04
0.641771,0,0,0,1.26604,,,,,,1266.04
0.646747,0,0,0,1.26604,,,,,,1266.04
0.651843,0,0,0,1.26604,,,,,,1266.04
0.65676,0,0,0,1.26604,,,,,,1266.04
0.661753,0,0,0,1.26604,,,,,,1266.04
0.66678,0,0,0,1.26604,,,,,,1266.04
0.671749,0,0,0,1.26604,,,,,,1266.04
