0.0805059,0,0,0,0
0.0806949,0,0,0,0
0.0807472,0,0,0,0
0.0807925,0,0,0,0
0.090992,0,0,0,0
0.110504,0,0,0,0
0.131034,0,0,0,0
0.150505,0,0,0,0
0.17102,0,0,0,0
0.191171,0,0,0,0
0.210474,0,0,0,0
0.230188,0,0,0,0
0.250308,0,0,0,0
0.270993,0,0,0,0
0.290607,0,0,0,0
0.311058,0,0,0,0
0.331062,0,0,0,0
0.351056,0,0,0,0
0.371075,0,0,0,0
0.391118,0,0,0,0
0.410669,0,0,0,0
0.431128,0,0,0,0
0.451175,0,0,0,0
0.470698,0,0,0,0
0.490718,0,0,0,0
0.510754,0,0,0,0
0.530556,0,0,0,0
0.551126,0,0,0,0
0.570727,0,0,0,0
0.591308,0,0,0,0
0.61086,0,0,0,0
0.630877,0,0,0,0
0.651268,0,0,0,0
0.671325,0,0,0,0
0.691351,0,0,0,0
0.71093,0,0,0,0
0.730919,0,0,0,0
0.751357,0,0,0,0
0.77098,0,0,0,0
0.791005,0,0,0,0
0.81142,0,0,0,0
0.831345,0,0,0,0
0.85105,0,0,0,0
0.871477,0,0,0,0
0.891476,0,0,0,0
0.9115,0,0,0,0
0.9311,0,0,0,0
0.951125,0,0,0,0
0.971557,0,0,0,0
0.991051,0,0,0,0
1.01157,0,0,0,0
1.03145,0,0,0,0
1.05158,0,0,0,0
1.07079,0,0,0,0
1.09114,0,0,0,0
1.11111,0,0,0,0
1.13105,0,0,0,0
1.15156,0,0,0,0
1.17134,0,0,0,0
1.1913,0,0,0,0
1.21139,0,0,0,0
1.23178,0,0,0,0
1.25182,0,0,0,0
1.27143,0,0,0,0
1.29183,0,0,0,0
1.31185,0,0,0,0
1.33145,0,0,0,0
1.35149,0,0,0,0
1.37193,0,0,0,0
1.39144,0,0,0,0
1.41154,0,0,0,0
1.43155,0,0,0,0
1.45155,0,0,0,0
1.47135,0,0,0,0
1.49135,0,0,0,0
1.51161,0,0,0,0
1.53161,0,0,0,0
1.55209,0,0,0,0
1.5717,0,0,0,0
1.5921,0,0,0,0
1.6117,0,0,0,0
1.63171,0,0,0,0
1.65172,0,0,0,0
1.67153,0,0,0,0
1.69179,0,0,0,0
1.71214,0,0,0,0
1.73168,0,0,0,0
1.75204,0,0,0,0
1.77174,0,0,0,0
1.79176,0,0,0,0
1.81175,0,0,0,0
1.83173,0,0,0,0
1.85177,0,0,0,0
1.87223,0,0,0,0
1.89172,0,0,0,0
1.91188,0,0,0,0
1.93191,0,0,0,0
1.95226,0,0,0,0
1.97234,0,0,0,0
1.9917,0,0,0,0
2.01236,0,0,0,0
2.03237,0,0,0,0
2.05197,0,0,0,0
2.07194,0,0,0,0
2.09244,0,0,0,0
2.11243,0,0,0,0
2.13246,0,0,0,0
2.15245,0,0,0,0
2.1725,0,0,0,0
2.192,0,0,0,0
2.2121,0,0,0,0
2.23213,0,0,0,0
2.25253,0,0,0,0
2.27175,0,0,0,0
2.292,0,0,0,0
2.31202,0,0,0,0
2.3319,0,0,0,0
2.35245,0,0,0,0
2.37222,0,0,0,0
2.39238,0,0,0,0
2.41214,0,0,0,0
2.43205,0,0,0,0
2.45202,0,0,0,0
2.47195,0,0,0,0
2.49169,0,0,0,0
2.51167,0,0,0,0
2.53173,0,0,0,0
2.55173,0,0,0,0
2.57164,0,0,0,0
2.59186,0,0,0,0
2.6118,0,0,0,0
2.63198,0,0,0,0
2.65194,0,0,0,0
2.67201,0,0,0,0
2.69195,0,0,0,0
2.7119,0,0,0,0
2.73208,0,0,0,0
2.75189,0,0,0,0
2.77213,0,0,0,0
2.79225,0,0,0,0
2.81288,0,0,0,0
2.83289,0,0,0,0
2.85294,0,0,0,0
2.87218,0,0,0,0
2.89238,0,0,0,0
2.91304,0,0,0,0
2.93217,0,0,0,0
2.95294,0,0,0,0
2.9729,0,0,0,0
2.99225,0,0,0,0
3.01244,0,0,0,0
3.03302,0,0,0,0
3.05306,0,0,0,0
3.07309,0,0,0,0
3.09249,0,0,0,0
3.11238,0,0,0,0
3.13288,0,0,0,0
3.15312,0,0,0,0
3.17314,0,0,0,0
3.19249,0,0,0,0
3.21257,0,0,0,0
3.23244,0,0,0,0
3.25257,0,0,0,0
3.27263,0,0,0,0
3.29266,0,0,0,0
3.31277,0,0,0,0
3.33255,0,0,0,0
3.35241,0,0,0,0
3.37323,0,0,0,0
3.39294,0,0,0,0
3.41336,0,0,0,0
3.43335,0,0,0,0
3.45335,0,0,0,0
3.47277,0,0,0,0
3.49264,0,0,0,0
3.51345,0,0,0,0
3.53343,0,0,0,0
3.55263,0,0,0,0
3.57261,0,0,0,0
3.593,0,0,0,0
3.61294,0,0,0,0
3.63345,0,0,0,0
3.65349,0,0,0,0
3.67356,0,0,0,0
3.69289,0,0,0,0
3.71323,0,0,0,0
3.73318,0,0,0,0
3.75361,0,0,0,0
3.77358,0,0,0,0
3.79316,0,0,0,0
3.81308,0,0,0,0
3.83374,0,0,0,0
3.85306,0,0,0,0
3.87375,0,0,0,0
3.8937,0,0,0,0
3.91299,0,0,0,0
3.93331,0,0,0,0
3.95374,0,0,0,0
3.97336,0,0,0,0
3.99316,0,0,0,0
4.01322,0,0,0,0
4.03382,0,0,0,0
4.05344,0,0,0,0
4.07326,0,0,0,0
4.09331,0,0,0,0
4.11343,0,0,0,0
4.13392,0,0,0,0
4.15331,0,0,0,0
4.17331,0,0,0,0
4.19352,0,0,0,0
4.21396,0,0,0,0
4.23397,0,0,0,0
4.23995,1.2,0,0,0
4.25345,1.2,0,0,0
4.27364,1.2,0,0,0
4.29353,1.2,0.000641665,1.28263e-05,0
4.31402,1.2,0.0564665,0.00114154,0
4.3334,1.2,0.0784436,0.00270955,0
4.3532,1.2,0.30816,0.00886935,0
4.37325,1.2,0.497291,0.0188097,0
4.39352,1.2,0.552474,0.0298531,0
4.41359,1.2,0.717542,0.0441959,0
4.43407,1.2,0.770479,0.0595968,0
4.45412,1.2,0.829192,0.0761713,0
4.47411,1.2,0.917581,0.0945126,0
4.49416,1.2,0.945975,0.113417,0
4.51358,1.2,0.981587,0.133034,0
4.53415,1.2,1.0557,0.154132,0
4.55418,1.2,1.06131,0.175342,0
4.5736,1.2,1.08746,0.197074,0
4.59381,1.2,1.1258,0.219541,0
4.61431,1.2,1.13286,0.242149,0
4.63425,1.2,1.17088,0.265516,0
4.65427,1.2,1.21403,0.289744,0
4.67434,1.2,1.21403,0.313972,0
4.69386,1.2,1.2498,0.338889,0
4.71434,1.2,1.26681,0.364145,0
4.73442,1.2,1.27467,0.389558,0
4.75361,1.2,1.29119,0.4153,0
4.77426,1.2,1.2952,0.441122,0
4.79383,1.2,1.29793,0.466961,0
4.81437,1.2,1.29873,0.492816,0
4.83442,1.2,1.29456,0.518588,0
4.85449,1.2,1.28734,0.544217,0
4.87447,1.2,1.27082,0.569516,0
4.89446,1.2,1.26504,0.59467,0
4.91445,1.2,1.25718,0.619668,0
4.93412,1.2,1.24002,0.644324,0
4.95456,1.2,1.23456,0.668872,0
4.97443,1.2,1.22189,0.693168,0
4.99386,1.2,1.21162,0.71724,0
5.01396,1.2,1.20954,0.741271,0
5.03402,1.2,1.20392,0.765191,0
5.05402,1.2,1.19767,0.788986,0
5.07405,1.2,1.19767,0.812781,0
5.09461,1.2,1.19462,0.836506,0
5.11454,1.2,1.19366,0.860211,0
5.13462,1.2,1.19205,0.883885,0
5.15419,1.2,1.19173,0.907553,0
5.17463,1.2,1.1943,0.931271,0
5.19412,1.2,1.19494,0.954974,0
5.21461,1.2,1.19622,0.978702,0
5.23423,1.2,1.19606,1.00243,0
5.25468,1.2,1.19831,1.0262,0
5.27471,1.2,1.20072,1.05001,0
5.2942,1.2,1.20312,1.07387,0
5.31468,1.2,1.20392,1.09774,0
5.33474,1.2,1.20729,1.12168,0
5.35411,1.2,1.20713,1.14561,0
5.37465,1.2,1.20553,1.16951,0
5.39471,1.2,1.20088,1.1933,0
5.41472,1.2,1.20136,1.2171,0
5.43423,1.2,1.20312,1.24094,0
5.4548,1.2,1.20473,1.2648,0
5.47424,1.2,1.20537,1.28868,0
5.49393,1.2,1.20072,1.31245,0
5.51401,1.2,1.2004,1.33622,0
5.53414,1.2,1.20056,1.35998,0
5.55423,1.2,1.20168,1.38377,0
5.57422,1.2,1.20216,1.40757,0
5.59407,1.2,1.20264,1.43137,0
5.61436,1.2,1.20007,1.45512,0
5.63424,1.2,1.19943,1.47885,0
5.65422,1.2,1.19494,1.5025,0
5.6742,1.2,1.19655,1.52617,0
5.69418,1.2,1.19735,1.54984,0
5.71404,1.2,1.20184,1.5736,0
5.73432,1.2,1.20184,1.59736,0
5.75437,1.2,1.19815,1.62104,0
5.77452,1.2,1.20007,1.64477,0
5.79448,1.2,1.20072,1.66849,0
5.81458,1.2,1.20296,1.69226,0
5.83508,1.2,1.2036,1.71604,0
5.85466,1.2,1.2036,1.73982,0
5.87508,1.2,1.20264,1.76358,0
5.89458,1.2,1.20023,1.78728,0
5.91528,1.2,1.19879,1.81094,0
5.93519,1.2,1.19863,1.83461,0
5.95437,1.2,1.19911,1.85828,0
5.97502,1.2,1.20136,1.882,0
5.99443,1.2,1.19751,1.90562,0
6.01478,1.2,1.19751,1.92925,0
6.03482,1.2,1.19831,1.95288,0
6.0553,1.2,1.19847,1.97652,0
6.07528,1.2,1.19959,2.00019,0
6.09527,1.2,1.20184,2.02388,0
6.1148,1.2,1.20296,2.04761,0
6.1348,1.2,1.20521,2.07137,0
6.1549,1.2,1.20328,2.0951,0
6.1754,1.2,1.20216,2.1188,0
6.19471,1.2,1.19879,2.14242,0
6.21535,1.2,1.20152,2.16608,0
6.23464,1.2,1.20312,2.18978,0
6.25475,1.2,1.19943,2.21341,0
6.27479,1.2,1.19719,2.23699,0
6.29551,1.2,1.19638,2.26055,0
6.31502,1.2,1.19622,2.2841,0
6.33556,1.2,1.19703,2.30766,0
6.35491,1.2,1.19671,2.33122,0
6.37467,1.2,1.19831,2.35481,0
6.39548,1.2,1.19831,2.37839,0
6.41511,1.2,1.19366,2.40188,0
6.43508,1.2,1.19494,2.42539,0
6.45517,1.2,1.19414,2.44889,0
6.47567,1.2,1.20136,2.47253,0
6.49498,1.2,1.20168,2.49614,0
6.51519,1.2,1.20023,2.51973,0
6.53575,1.2,1.19911,2.5433,0
6.55508,1.2,1.19879,2.56686,0
6.57485,1.2,1.20007,2.59044,0
6.5959,1.2,1.20152,2.61405,0
6.61575,1.2,1.20216,2.63767,0
6.6358,1.2,1.20184,2.66129,0
6.65581,1.2,1.19975,2.68486,0
6.67543,1.2,1.19815,2.7084,0
6.69581,1.2,1.19751,2.73191,0
6.71586,1.2,1.19831,2.75543,0
6.73589,1.2,1.2004,2.779,0
6.75544,1.2,1.20072,2.80257,0
6.77591,1.2,1.20104,2.82614,0
